gene1	gene2
ix	Su(z)12
hkb	Su(z)12
E(bx)	Su(z)12
nmo	Su(z)12
Bap60	Su(z)12
Idgf5	Su(z)12
her	Su(z)12
pbl	emp
cactin	emp
sec23	emp
cos	emp
Su(H)	emp
tum	emp
alph	emp
mbo	emp
osa	emp
lola	CG2678
dei	CG2678
mbt	CG2678
cbt	CG2678
rdx	CG2678
blow	CG2678
sty	crc
chrw	W
Khc	bowl
sdt	bowl
Patj	bowl
Fas3	bowl
Nrx-IV	bowl
prd	bowl
inv	fd59A
Sulf1	fd59A
CG10641	fd59A
glec	fd59A
Moe	fd59A
tral	e
jagn	e
cg	e
Tl	e
sle	ben
Ddx1	ben
Dl	ben
da	rdo
hpo	rdo
spn-A	rdo
Borr	rdo
glu	rdo
CycE	rdo
esc	rdo
alien	rdo
CycA	rdo
E(z)	rdo
Caf1	rdo
dmt	rdo
thr	rdo
asf1	rdo
CG8149	lin
sec13	lin
Traf6	lin
Lcp65Ag1	tra
Axn	tra
puc	tra2
by	tra2
sgg	tra2
Rab7	tra2
RhoGAPp190	cathD
scrib	cathD
tow	cathD
cin	cathD
14-3-3zeta	cathD
uzip	cathD
msk	d
Ark	d
18w	d
ttk	lva
Pvr	lva
RhoL	lva
raw	lva
Set2	lva
ap	lva
emp	lva
cactin	pbl
Cyt-c-d	pbl
Pde8	pbl
cos	pbl
cnk	pbl
pot	pbl
Su(H)	pbl
alph	pbl
mbo	pbl
wee	pbl
osa	pbl
Hr46	pbl
eff	pbl
wls	CG33205
par-6	CG33205
rdo	CG33205
hpo	da
tok	da
spn-A	da
Borr	da
CG16719	da
ine	da
bon	da
cin	da
Mer	da
glu	da
CycE	da
esc	da
alien	da
Dl	da
Stat92E	da
CycA	da
Eip63F-1	da
E(z)	da
Caf1	da
dmt	da
thr	da
asf1	da
emp	da
pbl	cactin
Cyt-c-d	cactin
sec23	cactin
Pde8	cactin
cos	cactin
ine	hpo
bon	hpo
cin	hpo
Mer	hpo
alien	hpo
Dl	hpo
Stat92E	hpo
CycA	hpo
Eip63F-1	hpo
E(z)	hpo
Caf1	hpo
dmt	hpo
thr	hpo
asf1	hpo
vap	Sema-2a
Tl	Sema-2a
snf	Sema-2a
sns	Eip74EF
chic	Eip74EF
Moe	eg
mbo	Cyt-c-d
osa	Cyt-c-d
ksr	Cyt-c-d
da	Cyt-c-d
hpo	tok
spn-A	tok
Borr	tok
glu	tok
CycE	tok
esc	tok
alien	tok
CycA	tok
E(z)	tok
Caf1	tok
dmt	tok
thr	tok
asf1	tok
lva	tok
tral	tamo
Tl	Mmp1
Traf6	Mmp1
cnk	Hmgs
Cp1	caps
twf	caps
ast	caps
fs(1)M3	caps
Atx2	caps
neur	caps
MYPT-75D	Su(var)2-10
CycB	Su(var)2-10
sina	Su(var)2-10
l(2)efl	Su(var)2-10
Pcaf	Su(var)2-10
Iswi	Su(var)2-10
Ddx1	Su(var)2-10
fs(2)ltoPP43	Su(var)2-10
Rpd3	Su(var)2-10
dpld	Su(var)2-10
dom	Su(var)2-10
l(3)mbt	Su(var)2-10
tld	Su(var)2-10
tin	Su(var)2-10
neur	Su(var)2-10
MYPT-75D	CycB
Su(var)2-10	CycB
sina	CycB
l(2)efl	CycB
Pcaf	CycB
Iswi	CycB
Ddx1	CycB
xl6	CycB
CtBP	CycB
kuk	CycB
fs(2)ltoPP43	CycB
Rpd3	CycB
dpld	CycB
dom	CycB
l(3)mbt	CycB
tld	CycB
tin	CycB
nej	spir
Abl	spir
rux	spir
Atg5	spir
ics	spir
hpo	spir
tok	spn-A
Borr	spn-A
CG16719	spn-A
ine	spn-A
bon	spn-A
cin	spn-A
Mer	spn-A
glu	spn-A
CycE	spn-A
esc	spn-A
alien	spn-A
Dl	spn-A
Stat92E	spn-A
CycA	spn-A
Eip63F-1	spn-A
E(z)	spn-A
Caf1	spn-A
dmt	spn-A
thr	spn-A
asf1	spn-A
hdc	Ptpmeg
vap	Ptpmeg
kuz	Ptpmeg
eg	Ptpmeg
Fmr1	qua
tutl	qua
Mitf	qua
tup	tsh
tutl	tsh
pn	CG18369
dah	CG18369
cnk	sec23
pot	sec23
Su(H)	sec23
CG9445	sec23
tum	sec23
alph	sec23
mbo	sec23
wee	sec23
osa	sec23
Hr46	sec23
eff	sec23
pbl	sec23
cactin	Pde8
sec23	Pde8
cos	Pde8
ash1	Pde8
Su(H)	Pde8
tum	Pde8
alph	Pde8
mbo	Pde8
Btk29A	Pde8
CG8149	Arp66B
Traf6	Arp66B
emp	Arp66B
pbl	cos
cactin	cos
Cyt-c-d	cos
sec23	cos
Pde8	cos
cnk	cos
pot	cos
Su(H)	cos
CG9445	cos
tum	cos
alph	cos
mbo	cos
wee	cos
osa	cos
Hr46	cos
eff	cos
rdo	cos
da	Borr
hpo	Borr
tok	Borr
spn-A	Borr
CG16719	Borr
ine	Borr
bon	Borr
cin	Borr
Mer	Borr
Dl	Borr
Stat92E	Borr
CycA	Borr
Eip63F-1	Borr
E(z)	Borr
Caf1	Borr
dmt	Borr
thr	Borr
asf1	Borr
eg	Borr
bib	140up
MED4	140up
dsf	140up
Moe	140up
MED11	140up
dsf	Dhc64C
mmy	Dhc64C
Pi3K92E	Dhc64C
eve	Dhc64C
robo	cas
run	cas
Akt1	Abi
Pkn	Abi
CG8247	betaTub56D
ird5	betaTub56D
Stat92E	betaTub56D
chinmo	betaTub56D
CSN4	dlg1
cbt	dlg1
eve	dlg1
tra	dlg1
Axn	Lcp65Ag1
yrt	Lcp65Ag1
Sry-delta	Lcp65Ag1
kis	Lcp65Ag1
meso18E	Lcp65Ag1
prod	Lcp65Ag1
stg	Lcp65Ag1
ry	Es2
Eip71CD	Es2
Sur	Es2
LIMK1	Es2
lmd	Es2
tou	Es2
cta	Es2
pdm2	Es2
xmas-2	MED24
Tina-1	MED24
frc	MED24
sced	MED24
Mmp2	MED24
poe	tral
Eip74EF	tral
frc	sns
dah	mbl
Arc42	mbl
Sobp	sav
rhea	sav
tub	sav
CG2678	sav
cas	lola
run	robo
pnr	robo
alpha-Spec	CG32486
Antp	CG32486
cnc	santa-maria
btl	santa-maria
msk	stumps
emc	stumps
cp309	stumps
exu	stumps
sli	stumps
Nrt	dock
cact	Lar
Idgf1	Lar
chic	l(1)G0289
spir	l(1)G0289
nej	Abl
LanB2	Abl
ics	Abl
th	Abl
fru	Abl
ena	Abl
sqd	dome
tud	dome
d4	dome
wls	dome
ssh	dome
Myo31DF	dome
bhr	dome
par-6	dome
lwr	dome
cnc	ofs
Crk	ofs
140up	ofs
sw	MED4
trc	MED4
tou	MED4
Moe	MED4
prd	MED4
cathD	MED4
B4	scrib
phyl	siz
FKBP59	siz
wg	siz
bnb	siz
msk	siz
emc	cbx
tup	cbx
cact	dsx
Idgf1	dsx
PhKgamma	Sb
Atg5	Sb
chic	Sb
Alk	Sb
mth	Sb
Idgf4	Sb
NetB	Sb
noc	sax
Pi3K92E	sax
srp	sax
qua	foxo
sktl	foxo
Optix	foxo
lilli	foxo
spin	foxo
dj	foxo
RhoGAP68F	foxo
twi	Cyp1
Sin3A	Cyp1
eve	Cyp1
Gtp-bp	Cyp1
CG13850	Cyp1
prd	Cyp1
exu	cp309
tou	cp309
Ptpmeg	cp309
fl(2)d	hdc
kuz	hdc
SelD	hdc
flw	hdc
tra	hdc
Lcp65Ag1	Axn
rad50	Axn
Atg6	sktl
sw	sktl
Hs2st	sktl
rg	sktl
ena	sktl
Dat	sqd
dome	sqd
tud	sqd
d4	sqd
wls	sqd
ssh	sqd
Myo31DF	sqd
bhr	sqd
par-6	sqd
lwr	sqd
Myo61F	sqd
Abi	sqd
cos	Akt1
Not1	cnk
Su(H)	cnk
alph	cnk
mbo	cnk
wee	cnk
osa	cnk
lin	cnk
Mmp1	CG8149
Arp66B	CG8149
Alh	CG8149
E2f	CG8149
sec13	CG8149
Mtl	CG8149
t	CG8149
Traf6	CG8149
Pop2	CG8149
LanB1	CG34379
run	CG34379
sprt	CG34379
Tm1	CG34379
Yp1	Yp1
Lcp65Ag1	Yp1
cbx	yrt
morgue	tup
gro	G-ialpha65A
Krn	G-ialpha65A
gl	G-ialpha65A
Eip63E	G-ialpha65A
fog	G-ialpha65A
CdsA	G-ialpha65A
CG4500	knrl
prd	knrl
Abi	knrl
Axn	Pkn
yrt	Sry-delta
meso18E	Sry-delta
stil	phyl
Tm1	phyl
CG17739	CG17739
mus304	CG17739
scrib	B4
Sobp	B4
l(2)gd1	B4
tub	B4
Pk61C	CG2681
Rab7	CG2681
cathD	tow
uzip	tow
Jra	tow
tll	hkl
beta4GalNAcTA	hkl
ytr	hkl
neur	hkl
ben	sina
Su(var)2-10	sina
CycB	sina
sle	sina
Pcaf	sina
chif	sina
CtBP	sina
kuk	sina
fs(2)ltoPP43	sina
Rpd3	sina
dpld	sina
dom	sina
Dscam	sina
l(3)mbt	sina
tld	sina
Es2	sina
dsd	ry
Fas3	ry
trc	ry
Nrx-IV	ry
BicD	ry
spir	rux
lilli	rux
tkv	rux
scyl	rux
boss	boss
sgl	boss
eya	boss
pnut	Mkp3
l(2)gd1	Mkp3
Tm1	Mkp3
inaC	inaC
Taf4	Dp
dl	Dp
numb	Dp
Rca1	Dp
hyx	Dp
pcm	Dp
Arc-p34	Dp
Dif	Dp
neur	Dp
Su(var)2-10	l(2)efl
CycB	l(2)efl
Pcaf	l(2)efl
Iswi	l(2)efl
Ddx1	l(2)efl
car	l(2)efl
xl6	l(2)efl
CtBP	l(2)efl
kuk	l(2)efl
fs(2)ltoPP43	l(2)efl
Rpd3	l(2)efl
dpld	l(2)efl
dom	l(2)efl
l(3)mbt	l(2)efl
tld	l(2)efl
tral	l(2)efl
santa-maria	cnc
ofs	cnc
ea	cnc
CG34450	cnc
Crk	cnc
CG6372	cnc
CG17470	cnc
spir	cnc
Sb	Atg5
G-oalpha47A	Atg5
ey	Atg5
Pak	Atg5
LanA	Atg5
CSN4	Atg5
CG1942	Atg5
Dcp-1	Atg5
drk	Atg5
caup	Atg5
NetB	Atg5
dmt	CG16719
thr	CG16719
asf1	CG16719
p53	CadN
Tak1	CadN
eIF-4E	CadN
G-ialpha65A	CadN
Gtp-bp	Rack1
sav	Rack1
B4	Sobp
sar1	Sobp
Cip4	Sobp
Cyt-c-d	Sobp
sced	CG2678
cnk	cactin
pot	cactin
Su(H)	cactin
CG9445	cactin
tum	cactin
alph	cactin
mbo	cactin
wee	cactin
osa	cactin
Hr46	cactin
eff	cactin
rdo	cactin
da	hpo
tok	hpo
spn-A	hpo
Borr	hpo
CG16719	hpo
Ephrin	Sema-2a
Mitf	eg
sav	Arc42
pnut	Arc42
Cip4	Arc42
Dlic2	toy
dco	toy
exu	toy
tutl	toy
Ef1gamma	Galpha73B
Rho1	Galpha73B
ird5	Galpha73B
eff	Galpha73B
Rab7	Galpha73B
cathD	RhoGAPp190
Pcaf	MYPT-75D
CkIIalpha	sll
car	Su(var)2-10
xl6	Su(var)2-10
CtBP	Su(var)2-10
kuk	Su(var)2-10
car	CycB
Hr78	dlg1
CG9104	dlg1
Glycogenin	sina
xl6	sina
lilli	CadN
ics	CadN
abd-A	crc
sina	ben
tub	cathD
Orct	cathD
peb	cathD
wal	ttk
oaf	ttk
CSN4	ttk
Sin3A	ttk
eve	ttk
crol	ttk
Cks30A	ttk
Chi	tamo
fw	tamo
ix	CG6416
hkb	CG6416
E(bx)	CG6416
nmo	CG6416
Bap60	CG6416
E2f2	CG6416
her	CG6416
Dp	flfl
CG12301	flfl
fs(1)K10	flfl
amx	flfl
drm	flfl
CG1244	flfl
Taf4	flfl
dl	flfl
numb	flfl
Rca1	flfl
hyx	flfl
pcm	flfl
Arc-p34	flfl
lva	flfl
wupA	Pvr
RhoL	Pvr
raw	Pvr
Set2	Pvr
Wnt5	Pvr
CG1942	Pvr
pav	Pvr
trio	kay
tll	Jra
hkl	Jra
d	Jra
btl	msk
hkl	tll
run	srp
jar	srp
dec-1	srp
Arp66B	Btk29A
shg	Btk29A
Pop2	Btk29A
CdsA	Btk29A
CG8149	Mmp1
sec13	Mmp1
dome	ena
sqd	ena
d4	ena
wls	ena
ssh	ena
par-6	ena
lwr	ena
Myo61F	ena
MED11	ena
inv	spen
mmy	spen
Pi3K92E	spen
btl	spen
stumps	emc
cbx	emc
morgue	emc
exu	emc
msk	emc
inv	Dhc64C
ecd	knrl
sdt	Rack1
CG17221	Rack1
esg	Rack1
eve	Rack1
mth	Rack1
wrapper	Rack1
pio	Tina-1
Dredd	Tina-1
da	Tina-1
hpo	bon
spn-A	bon
Borr	bon
Ef1gamma	bon
Mer	bon
glu	bon
CycE	bon
esc	bon
alien	bon
E(z)	bon
Caf1	bon
dmt	bon
Pgant35A	bon
thr	bon
asf1	bon
pbl	bon
cactin	pot
sec23	pot
cos	pot
Su(H)	pot
tum	pot
alph	pot
mbo	pot
osa	pot
Eip74EF	pot
l(1)G0289	chic
Sb	chic
shot	chic
wal	chic
Nf1	chic
Hmgs	chic
sas	Hem
sle	Hem
how	S6kII
msi	S6kII
enok	crc
exu	pros
trn	pros
CG12896	pros
MYPT-75D	neur
Su(var)2-10	neur
CycB	neur
sina	neur
fs(2)ltoPP43	neur
Rpd3	neur
dpld	neur
dom	neur
l(3)mbt	neur
tld	neur
twi	Rab5
eve	Rab5
Hr78	Rab5
cathD	Rab7
RhoGAPp190	Rab7
tow	Rab7
Vhl	Mmp2
rad50	Mmp2
Uba1	Mmp2
tou	Mmp2
bap	W
LIMK1	W
Dif	flfl
qua	fred
Optix	fred
